supplier_id,contract_text,clause_risk_score
S_00287,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,48.2
S_00288,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.44
S_00289,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,30.83
S_00290,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,19.02
S_00291,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.49
S_00292,Long-term partnership clause with annual reviews.,28.57
S_00293,Penalty clause included for delayed delivery.,22.99
S_00294,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,64.67
S_00295,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,42.38
S_00296,No clear penalty clause; termination ambiguous.,51.85
S_00297,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,51.17
S_00298,No clear penalty clause; termination ambiguous.,55.59
S_00299,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,56.56
S_00300,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,52.85
S_00301,Standard contract with net 30 payment terms.,31.59
S_00302,Long-term partnership clause with annual reviews.,30.82
S_00303,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,65.77
S_00304,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.04
S_00305,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.53
S_00306,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,49.14
S_00307,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.46
S_00308,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.87
S_00309,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.37
S_00310,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,60.57
S_00311,Long-term partnership clause with annual reviews.,33.01
S_00312,Penalty clause included for delayed delivery.,17.51
S_00313,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.27
S_00314,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.01
S_00315,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.81
S_00316,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,74.56
S_00317,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,56.58
S_00318,No clear penalty clause; termination ambiguous.,57.52
S_00319,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.24
S_00320,Payment terms: net 30 days.,29.25
S_00321,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.47
S_00322,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.78
S_00323,Standard contract with net 30 payment terms.,31.43
S_00324,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,52.02
S_00325,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.6
S_00326,Penalty clause included for delayed delivery. Payment terms: net 30 days.,15.55
S_00327,Penalty clause included for delayed delivery.,17.94
S_00328,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,16.7
S_00329,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.38
S_00330,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.65
S_00331,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,17.45
S_00332,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,47.84
S_00333,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,21.32
S_00334,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.75
S_00335,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,48.74
S_00336,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,22.47
S_00337,Long-term partnership clause with annual reviews.,26.34
S_00338,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.59
S_00339,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,55.97
S_00340,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,72.43
S_00341,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.76
S_00342,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,31.86
S_00343,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.48
S_00344,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,46.72
S_00345,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,52.49
S_00346,Long-term partnership clause with annual reviews.,29.45
S_00347,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,51.24
S_00348,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.86
S_00349,Penalty clause included for delayed delivery.,19.57
S_00350,Penalty clause included for delayed delivery.,15.15
S_00351,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,39.18
S_00352,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.13
